COMMENT_ID,TEXT,IS_TOXIC
F4MVL7w4,"This guy talks a great deal but refuses to take accountability for confirming RFK, and refuses to even recognize  that RFK lied under oath, and completely dodged the question what he will do to push back. 

Also, does he think invoking
 tR💩mp’s name each time makes his deflection less noticeable? 

What a coward!
What a shame!",BLANK
lRLjXXq7,Cassidy is a hypocrite. I lost all respect for him when he capitulated to RFK at the hearing. He is just another MAGA HACK,BLANK
PMCbYTcs, @Takuma-_-Bored  same fyp stop copying meee,BLANK
Y30gJWhN,3:42,BLANK
V66Zv7O3,"I've been listening and watching this for close to 10 years... And it's still my go too for reading, sleeping and meditation.. the sound now has a lot of nostalgia attached to it aswell.. thank you for making this ❤",BLANK
l2C4V1dC,"What a coward.
A spineless, gutless coward.",BLANK
6BQFTEb2,November 2025,BLANK
BA0T38Jy,Cassidy betrays his medical profession and the voters electing him. He knows full well RFK Jr is a nut job but stands by watching RFK Jr knifing the CDC and spreading those crazy vaccine lies.,BLANK
i3LW1Cfj,"DID HE LIE TO YOU??????????

PS. It’s asterisk, Cassidy. Not asterix.",BLANK
QgLE8WGv,What a POS,BLANK
AZZMYVP6,And once again scared off answering the questions. Please people vote this fools out because they are the reason why we have crazy people on important positions,BLANK
USMQDT5M,"""I speak as a physician"" that my leader is not wrong",BLANK
1ahw7tOH,"Anyone here thanksgiving 2025 
👇",BLANK
Vq9IuBpK,I,BLANK
DVnwRgoX,"It's rich, Jake calling someone a liar.",BLANK
LJR1HEPP,Sen Cassidy seems like a used car dealer to me.,BLANK
vFHaf8fo,"If I were president, anyone making under 200k will have free Healthcare anthing above will get higher the more you make",BLANK
zICxHDlM,"There’s something truly magical about how gentle melodies like this can quiet the noise inside your head. It feels like the world slows down for a few minutes — just peace, warmth, and a reminder that calm still exists. Whoever made this, thank you for bringing light into such a noisy world. 🌿✨",BLANK
uJM9lNgh,Everything goes right believe yourself,BLANK
uR0lPQwg,This reminds of being in waiting rooms with white walls and that one type of carpet,BLANK
w0U8yUAP,Thanks,BLANK
EsDU7Ds4,"I don't know what should I do in my life why I am like this 
Strong how I be
But
I am hurted , deeply hurted,in immense pain, hopeless,no where 😭😭😭",BLANK
prFdKx7u,"What a wuss!  The Dr.’s questions during the confirmation hearing were as insincere as RFK Jr’s responses.  Both sounded like they cared but neither had any intention of actually standing up for the science-based facts.  And if the president believed vaccines are safe, why did he nominate this man who doesn’t?!?",BLANK
FlQGK4LK,"I LOVE this,it makes me so calm and it makes me so sleepy.Please try it!😊",BLANK
PWsi46yq,"Answer the question, Cassidy! You're telling people not to be misled--so you're admitting that the CDC under RFKJ is misleading the public!  It cannot stand! Remove him from office now. He is violating his duty to the American people.",BLANK
YCBsg0XV,"GOP Concepts of a Healthcare Plan: 1854-2025
""Go find some insurance in the profit driven open market of greed, Welfare Queen Commies. We'll DEREGULATE that market to give H.C. providers the FREEDOM! to charge WHATEVER they want and PROTECT them from lawsuits. #RuggedIndividualism #Bootstraps""",BLANK
GXJzJnQn,"Very nice. Starts out slow, no crescendo….. not sure what happens in the middle as i was a sleep fairly quickly. Nice. Perfect. Favorited.",BLANK
BlSEdSDi,almost Dec 2025 ❤,BLANK
5SXXPBk2,What an idiot,BLANK
Jkx4dcec,Covid vax was not safe to the compromised. So GTH. Government did not pay out at all in Canada.,BLANK
26HgheAz,"I ANYONE of those senators was concerned about Americans' health, they would not have voted for him. Dispicable! And cowardice, and they know it!",BLANK
tHIh8vfk,"Wow!?  So much for a medical degree. Physician do no harm. Fuck that, right. What an amazing surrender of character and personal authority.",BLANK
CoPXDkNC,Another example of GOP cowardice,BLANK
eopj6qZD,Cassidy is a TOTAL SELLOUT. What makes this really shitty is that he’s a doctor and knew RFK was a quack. Total POS POLITICAL ANSWER. He confirmed his nomination anyway and now he thinks he can assuage his guilt by talking to major news outlets to express his “strong concerns.” Yet I see no real action being taken to remove RFK or push back in meaningful ways against his anti-science policies. His decision to confirm RFK will lead to countless deaths in this country. So much for the hypocratic oath.,BLANK
waCDFDUv,What a lot of bs. What a coward. He's a weak man. Vote him out. He's an embarrassment to doctors. Weak coward.,BLANK
7m33Y9ar,"Tapper needs show more courage by pushing for actual, substantial answers. Instead, he cowers.",BLANK
XDd3aaLW,Coward.blood on your hands,BLANK
0UkTnrRe,"The premiums are the problem not the deductibles.  $30,000/year are the premiums for 2 people on a bronze plan.  Why did the GOP and Trump administration not come up with a plan before they  destroy ed what’s available.  BTW you through the American people under the bus when you voted to approve RFK Jr.",BLANK
omwjUHcq,Any onr here November 2025?,BLANK
X1CeJQli,This is just simply amazing thank u from me and my dog who was hyper but is now asleep now its my turn to close my eyes 🙏💯👌💤💞💞💞,BLANK
8uQQz2t3,I need to make sure I let Trump's petty vindictive ass know I'm still in the maga cult😮 Pathetic 😮😢,BLANK
c4mpjzKC,"So, Cassidy is saying just ignore the CDC and nutcase, RFK Jr.",BLANK
dQBSAU1X,"If you're reading this message, I want you to know that you're not alone. When you're feeling empty and as if nothing matters anymore, it’s important to take a moment for yourself. Close your eyes and take a deep breath. We all experience times when darkness seems to overshadow our souls. In those moments, remember that you are a source of light. Your light has the power to touch and change lives, even when you may not realize it. The universe wants you to know that better days are coming, and you have the power to make them happen. Believe in yourself, be kind to yourself, be gentle with yourself, and keep moving forward. Stay positive, and go with the flow.  Remember, whatever you are fighting, you've got this. The human body possesses the ability to heal itself. Cherish the present as if there is no tomorrow. Don't think too much.",BLANK
jz7aFxUP,❤from🇵🇰stay strong,BLANK
05Dg3x3k,India se kon kon h❤😊,BLANK
m3lHuEnI,Thank you!,BLANK
j9cCLPBy,Why it's kinda scary 😟,BLANK
UAKlUlpF,"I am sick of the Media Lies and this Phony Physician. Vaccinated kids get the Measles. Just like Covid Vaccinated individuals got covid. There was no clinical trial data looking at hospitalization or death for any vaccine. The FDA handbook for communicating risks and Benefits say we are to be told the Absolute Risk Reduction for any Vaccine, and the potential side effects. That risk reduction is less than 1 % for covid and less than 1.5 % for measles. That means it overs protection for less that 15 kids per 1,000 vaccinated.",BLANK
jv1rqfed, @Msasdrl  lol,BLANK
9Vq6YjNw,Thank u finally my child is a sleep from on her iPad for 10AM,BLANK
pAZyJsEE,This music feels like a gentle embrace for the soul 💫 So soothing!,BLANK
wt58u9u9,Always relaxed on your channel 22.11.2025 🙂,BLANK
L4uueZ0R,Shifty doublespeak by Cassidy about RFK. Big surprise. Willful Delusion dude. Resign or do your job.,BLANK
9JxVESI2,“Beautiful sounds! I’ve just uploaded a similar 4K relaxing nature video on my channel — would love if someone checks it out 🌿”,BLANK
WwnNpAFU,Be strong 💪💪,BLANK
H6iWyCOb,This makes me want to cry. 😞😢,BLANK
sMDp0Jpv,Asterisk??? Very few people even know what that asterisk means!!!,BLANK
xvs236Wf,So safe that u people have to constantly advertise it.... If it was safe u wouldn't have to. U would have loads of people lining up to your shitty poison,BLANK
cN79vcbC,Republicans are so sensitive it's laughable.,BLANK
EdZd9N7q,But Trump said drink Clorox?,BLANK
VD5BnQsg,Did the vote yes for the BBB? So who really cares about Americans health care 😂,BLANK
VqoX7dXL,"Sadly, the Democratic Party of her grandfather John F. Kennedy is dead and buried and replaced by an anti-American Marxist Communist Party.",BLANK
tToX5D2Y,Why do babys in America have hep c vaccination = MONEY,BLANK
BvFEzCug,Cassidy hIS BLOWN WHATEVER CREDIT HE EVER GOT FOR HIS HONEST VOTE ON IMPEACHMENT. NOW HE IS LIXKING BOOTS AND TALKIING UTTER BULLSHIT,BLANK
Uab66Dwf,Henry Ford was a Nazi sympathizer.,BLANK
T8Hn3LQo,Rick Scott is skilled in ripping off consumers and stuffing dollars into his pocket. He made his wealth and political life by stealing from Medicare and Medicaid and then running off before the law zoomed in.,BLANK
OucGmbz1,2025 anyone?,BLANK
iXIbaXWK,I  believe the question was DID HE LIE TO YOU!!!,BLANK
nWAfj4IL,Anyone here November 2025 ? 🤔♥️,BLANK
eaH6jnA9,Wait..... You're saying that they are safe?!?!?!!?!? Hahahahahahahaha,BLANK
aPDi8Ete,Does trump think vaccines are safe? His own words and actions suggest this is not the case,BLANK
QeP1PWog,Democrats are pure bigotry and treason.,BLANK
htKmcHAw,Love it,BLANK
SOGVz3VQ,2025,BLANK
TbwWirVK,I am meditating to this for telekinesis and to just like chill out,BLANK
tsEb05R9,Thank you for your kind words wish you the best,BLANK
8I9Itvj2,"How about instead of these petty attempts, how bout go after the hospitals and insurance companies and come up with a fixed-rate system.",BLANK
hxtgFAck,❤️ I enjoyed this very much.  Thank you 🙏 I also watch  @RelaxationAutoplay,BLANK
gEWzOBJr,Republicans suggest getting off exchanges and buying their health insurance independently. FROM THE SAME INSURANCE COMPANIES ON THE EXCHANGES!! Does nobody see what I am seeing?,BLANK
Fq8VfUqc,❤,BLANK
gV7AXCuG,"Hi everyone, just wanted to take a moment to let you know - You are really very amazing in your own way. Be yourself, don't take stress upon what others will think. Just be kind, strong and healthy. People who pokes you for no reason, they will get screwed up eventually in their own lives. Keep distance from such people and focus on yourself. You are not alone, we all are together to help each other. ❤",BLANK
APGn9aPN,Yeah,BLANK
u0WzxMtL,Barbara life is precious and IAM sure many love you.Pkease talk with someone about how you are feeling.Sending love to you Barbara and peace of mind ❤️🙏,BLANK
mGrhCJ2d,Lol 1000 or 2000 if you are someone that gets regular care thats nothing,BLANK
qTJfyhCM,Far Olivia jemz👍,BLANK
MWZLMeFO,Vaccine related Brain Fog and dementia.,BLANK
7JmoJuR8,Me,BLANK
38K2F5qV,"Bonjour, j'aime beauoup",BLANK
Hwztyoiu,"In one vote he did more harm to public health and the importance of vaccinations that the entirety of his career as a physician.  He had his moment to show courage, to make a real difference in people's health care, and sadly he was found wanting.  I hope he knows this.",BLANK
qnskPTnX,"""He lied to me, but I'm such a dmb mfkr and i'll do whatever orange daddy tells me to do.""",BLANK
CvXfbjek,"💕 https://youtu.be/CaSCapHZhc0?si=aPwnCS6zGeCoZo-N

https://youtu.be/fafMA80MpLc?si=fOtcwSoLMh-pU1Ok

https://youtu.be/b6-VJvaE9-4?si=Pk72TltorRD6oDq9

https://youtu.be/TzuxKmFk9L0?si=HgR0icw1QH0uG-64",BLANK
TJnkCIk1,"So many other countries with per capita GDP like the USA’s,  or lower than the USA’s, provide national health care for all. The USA doesn’t need to reinvent the wheel as there are plenty of existing, proven systems out there that can be adopted. 

Why can’t the USA do the same as their peers? Are the USA that cruel, stupid and greedy?",BLANK
3pWnFJPh,Good Job Tapper!,BLANK
tnoxIwKs,"This is how bad it is. We i the uk and also.in most of europe has had to put out warnings, that people must ignore and disreguard any medical.advice coming from the american government and rfk. 


Hiw does that make you feel that the rest of the world has to put out warnings to ignore  your insane goverbmen",BLANK
qXp0d3gE,I'm sure ita been said so many times over. But this ass clown was the vote to approved him thats how we keep us safe. Gawd what a tool,BLANK
CghBqHOa,"If anyone ever asks about how complicated our health care is, show them this",BLANK
SCD4AHcG,🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢,BLANK
whGYETxx,What a coward!,BLANK
dhIyQoDH,"I'm not married to the ACA, but these knuckleheads had over a decade to come up with a sensible alternative and they haven't done jack squat and now they're scrambling 5 weeks before subsidies expire to try and cobble together something.  They say they want this or they want that, but their voting records show all they want is to dismantle what's already there and bring us back to the days of pre-existing conditions and high risk insurance pools.  The bottom line is that America functions better when more people have access to affordable healthcare and unaffordable health insurance is just going to lead to more people dropping their insurance which raises costs for the rest of us, more sick people on the streets and spreading it to others, and uninsured people not getting healthcare and potentially unnecessarily dying.",BLANK
oo0FuIpt,"just stay calm, relaxed. and dont forget to be kind to other people and spread that kindness, because i know that your life is great one and will continue to be a great one",BLANK
Qn5xuXXp,Somehow this playlist chill song makes me angry idk how,BLANK
fV7ppjrx,"A lawyer ..is he practicing medicine? 
Does he know more then Doctors..?",BLANK
dXUGdnrM,THE WORLD IS BEAUTIFUL,BLANK
OqkYXOAn,I'm here all the time,BLANK
aQ8WZFn4,“Americans will be able to get SNAP to purchase my personally wrapped roadkill meat”. 😂,BLANK
iqlylJkI,💤💤💤💤💤💤💤💤💤💤💤💤👁👁👁👇👇👇,BLANK
iPoxkoEP,Speaking as a physician!!! He put his personal interest ahead of his patients and constituents. He is a disgrace to his profession and should be stripped of his license,BLANK
dqCapQz1,Good job not owning your role in RFK Jr buddy. Keeping it classy!,BLANK
IaIsO7bP,enter here to find your peace,BLANK
Dyt1Ye4H,The intro hooked me instantly.,BLANK
sJnPtnjQ,i am fan:face-blue-smiling: love it im so happy for you,BLANK
jUHyixzU,waw,BLANK
JVVdAOxW,"Too bad Cassidy is just another sycophant in the end.  He's supporting a rapist criminal president and he is too cowardly to stand up STRONGLY to this administration in order for things to change.  Why can't he get his ""fellow Republicans"" on board?  Does he try?  It's impossible to respect any of these people who allow this rogue president loose on the public in every terrible way.  Cassidy is still a sycophant.  Why are conservatives so cowardly?  Because they're cowards.  They don't want death threats, so they should resign.  Plenty of democrats get death threats and have no protection, but THEY don't back down.",BLANK
xPCuh90i,"COVID vaccines caused deadly blood clots, clots that resulted in amputations, and bells palsy, but no one will discuss this on CNN",BLANK
kjPARcNv,"I close my eyes, and it feels like I’m flying above all my worries. Beautiful piece!",BLANK
wz4TjDKL,It made my daughter relax and her pain was gone she is slowly falling to sleep,BLANK
yUdOwEUa,"...and here's the Bill (Bill the Coelenterate, Invertebrate Bill Cassidy) for RFK, jr.'s  unscientific antivax dilletantism and DJT's casual policy anarchy.
And One More Blahblahblahblahblahmahamaga
Doubleplusgood duckspeaking R!",BLANK
gVDX3yPQ,Answer the question!! What is wrong with this guy!!,BLANK
RGd1VSVe,"Hats off to Sen Cassidy, he is not ashamed of proudly acknowledge he will never stop kissing Trump's big fat ....",BLANK
jNSGkIUF,❤😊November  2025 beautiful thanks,BLANK
Fi66P95u,Anyone here 5/11/2025,BLANK
6XdaJUgf,This is so outrageous he talks around himself like he doesn't want to upset his idiot friends. They have never had a plan except to keep talking about how bad Obamacare is,BLANK
2ZMTxMDD,2:26,BLANK
391Nt9C1,"You confirmed him, Dumbass 
The Republican Party is dead.",BLANK
cJxj9YoJ,You speak as a physician but you need to speak as a senator.,BLANK
H9LqaNUL,This soundscape saved my life.,BLANK
ua16XAI3,Republicans don't care one bit about Americans healthcare prices,BLANK
VC2XXIeI,"I wish I can be friends with everyone in the comment section, everyone is so pure and kind. There’s not a lot of people out there anymore like you. Thanks for this so much 👍",BLANK
AbCAJ4jV,Dobrou noc z Česka,BLANK
sOYJk7Kf,The best,BLANK
SyTAjW6T,Thanks Jake for pushing him to answer a question like a toddler tries to push over a stuff bunny rabbit.,BLANK
zvXIUcXf,Spiegazioni chiarissime,BLANK
TXINrgGR,"Another boot licker! Won't take responsibility for confirming RFK and putting an idiot - with no medical experience - in charge of our health policy! Cassidy: You don't get to take the out by suggesting that people ""check with their doctors!""",BLANK
NjjhSvNm,"I just wanted to say, always belive in yourself no matter what happens in life. 
Everything will be okay the next day when you get enough sleep for the next day. Hope you get more rest and live a lovely life to wake up to the next day. ><
Even though you don't know me, and since I'm a stranger online.. Just, do your best, don't give up. 
All I ask for is to be you and love urself no matter what happens.",BLANK
VPbNivpJ,"Tuesday, November 11, 2025 at 9:58 pm",BLANK
0bbo7X64,"Don't know if someone is reading this, but if you are: it doesn't matter where you are right now on this planet, I wish you a wonderful day and a happy, peaceful life where all your dreams come true. You are amazing and beautiful! I believe in you! 🌿",BLANK
VGbWsHJX,Just admit he’s lying and trump is saying vaccines aren’t safe stop lying,BLANK
CZI2Gn17,😞,BLANK
SO3tq9Uy,Any one here Nov.26,BLANK
GY0n1qud,"Bill Cassidy's Kitchen Table Priority List:
1.My political career.
2-36 .......
37. American Lives.",BLANK
8AK7UA7C,very natural views videos,BLANK
8mwwL5TH,"“There are things more important than ideology” says the man who confirmed RFK Jr. in service to ideology, what a coward",BLANK
iIHCKZp5,This is one video relaxation soothing sound I can listen to daily and nightly after busy days!!!,BLANK
ggVTxr2a,you are the perfect you . perfect in every way,BLANK
JYEk4C9c,Bill Cassidy is a spineless coward just like the rest of the GOP.  I don’t care what he says.,BLANK
IfgzFHPI,Amazing,BLANK
NPQJj1Oa,"These people lie in their confirmation hearing all the time, no surprise here !",BLANK
dRFUIkwm,thanks for the music .,BLANK
auyCy50a,"The family of Porter Bridges was awarded $20 million by the vaccine court for you know what......
https://youtu.be/PdTVAF4lobQ?si=amlJrnkpKSMTD0IM",BLANK
9ZpmXswD,"I think if everyone had this in their ear all the time, we would all be happy and nice to one another!",BLANK
jy2HvoHz,Just haww😴😴,BLANK
vZpDEIH4,He worked on a Saturday! How nice of him!,BLANK
xIdSQk5Z,Love the humor in this.,BLANK
zqR78omJ,Prirodu,BLANK
aYj6PKsE,Omg hi!,BLANK
PAMQ0uyC,very relaxing music,BLANK
uQDYkiHe,Meely mouthed Senator spending several minutes not taking responsibility for his role in putting this nutcase in charge of our health care system.  He knew his oath included at least doing no harm.  Voters should all remember this cheap politician on voting day.,BLANK
gbkwO0GF,Any one here can talk with me bcuz I don't have any one to express my feelings,BLANK
0AhEGiLU,"You may question the safety of vaccines. Why? Because that's how science works. And I'd rather have safer vaccines. We're not going back to the COVID era lunacy that CNN and the like propagated with the ""don't question the science rhetoric."" That was absolutely insane.",BLANK
UFEjpNHV,Everything was explained clearly.,BLANK
BqYHyJfj,hello,BLANK
MsKl2yDJ,"This video is pure magic  the music really touches the soul, and the mood you’ve created is so peaceful and inspiring. Loved every second!",BLANK
lFH5h1A0,JFK Jr. Is a hack.,BLANK
V6iQXhpK,@KrishThakur-r2v 🫂,BLANK
tM08Cy4l,The Just In: New Evidence Indicates Brainworms are Contagious. Stay Tuned for More Broken News.,BLANK
mAqjcmH5,I dont sleep at 3:00 😢,BLANK
HAyJbg3e,DAM CALL A SPADE A SPADE. It's important to KNOW who's a LIAR /  PERIOD.,BLANK
PBhzOVTf,Anyone here November 2025,BLANK
9waVPob3,nice.,BLANK
Es18UGCk,Çok güzel,BLANK
58XQVEGo,Kennedy is putting people in front of deaths door. Why is he being so calm and nice to Kennedy when people are dying? This guy is a wimp. He is not fighting for us.,BLANK
YhhSatNy,Me,BLANK
GhWBloiX,"Are you worrying about anything? or being stressed? 
Don't worry babes everything is fine🩵🫂
you are the best in the world bestest you've ever seen 🤍💫
Don't cry or be sad
I'm always here for you🫀🫂",BLANK
KKJd7kb4,"How can we get rid of Kennedy, before he kills even more of our children,",BLANK
VZMOv0Z5,"Bill Cassidy and Jake Tapper would do anything to censor future microbiota-gut-brain research related to vaccine injury. 
https://www.youtube.com/watch?v=CgSzvWk10II&t=1050s",BLANK
AQID03YB,But Remember idiot that if it wouldn’t be for you we wouldn’t have this crazy person there.,BLANK
3dTI2K8b,Retire,BLANK
IHAeaTlX,ANYBODY who voted for him during that confirmation hearing should be held accountable.,BLANK
PoSrFjwX,Omg this relaxing helps ALOT RELAX my mind and body and tension!!,BLANK
J1QrR9fe,Ra ka chi ki cha ka chi ki cha ka chi ki cha...!!!,BLANK
ikxdTcfF,There's no ads in this video,BLANK
rsXthVOy,You look both Latina and hindi😅 which one are you ?,BLANK
lZcgchJw,"DX 
NOOB HAHAHAHAHHAHAAHAHHAHHAAHAHAHAHAHAHAHHAHHAHAHAHAHAHAHAAHHAHAHHAHHAAHHAHAHHAHAHAHAH",BLANK
Wh9Aiwr5,Crazy ass nut case,BLANK
PWAtQAem,🍃🍂🌿💨👃,BLANK
cdrIUgwd,Absolutely spineless,BLANK
8YgZBm0c,"What a beautiful video. The biggest problem with youtube is when you are listening to video that says: Relaxing, fall asleep, etc, you are suddenly woken up by loud music in ads with sexualized young people or pharmaceutical companies attempting to push their drugs on us all. Do you notice how much louder they get than the video you are watching? That is no accident.  Since I am very anti-consumerism, I find them all very offensive. I guess it is time to leave youtube once and for all. I just cannot take the invasiveness of it all.",BLANK
PfToMCJg,Saying no to minor castration is good,BLANK
u9yIAzcs,This comes as quite a shock. I never would have expected this from the Kennedy that got dropped on his head as a child. He should be studying the connection between heavy drug use and the belief in secret decoder rings and conspiracy theories.,BLANK
zUTdLijQ,Ģhjvh,BLANK
rbsHJ5vo,4,BLANK
aV7Hfdw8,I'm going through a very painful year. But I never dreamed like that. Health is more important to a person than anything else. Just know the value of your health. Stay away from people who are trying to take your health away from you. 2025 has shown me what is the most important thing in life. I'm in a tough spot but everything will be fine. Hopefully one day I'll be able to read this book with a smile on my face. And I'll tell you how strong I am. The painful days are gone. ❤❤,BLANK
7dqTzZUw,Anyone here after 21 November 2025?,BLANK
WaUQdKK7,"Why did he refer 5 times to President Trump? Is he a doctor or maybe a public health scientist or a vaccine expert?
Did RJK have any plans on reducing the cost of healthcare ? I think this is not the reason why he wants to be a secretary HHS?",BLANK
8GngoHXx,Coward.  Should have his medical license revoked.  He did harm.,BLANK
OKAXSxlj,"As a physician, he understood the danger RFK represented.  A few thousand in a health savings account will not pay the premiums.  What an effing coward!",BLANK
zbCX0sJC,This music is so relaxing after a full day of school,BLANK
aD2nbzCr,"Cassidy should face consequences for destroying our healthcare with his vote allowing RFK in charge of our healthcare, now talking about “principles “ trying to back track, his constituents need to confront him, vote him out! Take his medical license away!",BLANK
dUec0sz7,"The family of Hannah Poling was awarded $20 million by the vaccine court for you know what.....
https://youtu.be/YxfgqsZ8BV0?si=VYoElpCsDKRD5c-T",BLANK
1OhL364l,Then why isn't he as an MD running the hhs etc and Kennedy out?,BLANK
a5cZ9mwY,He keeps saying Trump says vaccines are safe then why not fire RFK?,BLANK
744vDenZ,Anyone here november 2025?😊,BLANK
us9RMTTE,this is the best music for when i do my homework,BLANK
Yh9psb43,"These subsidies go to insurance companies. People act like it's a subsidy for poor and working class people. This is just Congress finding ways to give more money to the health insurance companies that fund their campaigns. The only solution to the problem is Medicare for everybody. If you're rich and want supplemental insurance on top of that, great you can spend your expendable income on that.",BLANK
JvfG9RM9,Jiminy is right.😊👍,BLANK
dQTjUGLA,"Coward, gutless wonder, a disgrace to medical profession",BLANK
ElYNIsZY,Night Time,BLANK
lWQxQ5KT,"Who cares what Cassidy thinks?

He lets it happen.",BLANK
YNO8cBrJ,Türkiyeden selamlar 👋,BLANK
lWnzrRfJ,❤,BLANK
1qOR5rzA,Democrats drive up healthcare cost and somehow republicans are required to fix it. What a joke.,BLANK
BsbqhGYM,🙂‍↕️,BLANK
eTrXDl9G,"This Senator voted to confirm a handful of unfit, unqualified candidates, including RFK Jr.  He is just as culpable for all of the negative actions this administrations have taken as the people in the cabinet making the decisions.  There is no excuse for an educated expert in the field to confirm obviously unqualified candidates.  His failed leadership in this area is part of the problem.  You can’t rubber stamp something you ethically know is wrong.",BLANK
8297YU46,"make peace in my mind, relax and free me after all day long Thank you very much <333",BLANK
hv84Sgck,RFK lied to you is a yes or no answer.  Tapper lets him off the hook,BLANK
WWXsmxCo,Rest in Peace Dad 🙏,BLANK
rdyDAOpL,Glad you're not my doctor!,BLANK
UgcAVjMK,Yea i'm here,BLANK
6pG7JtdL,Sen. Cassidy has blood on his hands.,BLANK
cpMAQNVx,What is the difference between AOC and Bill Cassidy?  Nothing both are dumb as hell.,BLANK
QzXgdabE,These republicans voted to confirm RFK Jr now they trying to downplay everything. Screw them,BLANK
4aZCbgsC,I hate the piano part,BLANK
kK0KoFhP,Absolutely disgusting. Shame Shame Shame on Bill Cassidy. I will never understand this behavior. Boy Bye,BLANK
LxERfc5k,so relaxing,BLANK
fRtpF2uS,This is so relaxing 😊,BLANK
d6LTsKDs,48:29   ik  snap het niet     😢 49:12 😢🤔 49:50 🤔sorry 😞 😔,BLANK
eC2Krr7t,I have trouble sleeping in the morning when I'm at night shift. What about you? Share your ideas for a better sleep.,BLANK
csuwvVsd,Jake is a good little lap dog for big Pharma,BLANK
4f1qKtJj,Bill Cassidy is a clear-cut example of what's wrong with the US. There is no excuse.,BLANK
Rji6JXAN,"Mmm, this is quite soothing 😌",BLANK
OUpODjVM,7 november 2025.....❤❤,BLANK
omSvCSre,11:30 hayallerin gerçekleşdi 2026,BLANK
nlSTk78Z,"Because of human DNA fetal tissue cells vaccines there is a reoccurrences of POLIO and all sicknesses sree never ever going away again because of bovines vaccines and MR-5 HUMAN FETAL TISSUE CELLS with nanotechnology gold particles that accumulate and forks cl blood clots... I try getting in touch with Robert F Kennedy but for some reason Facebook deadquarter of pedophile like Mark Zuckerberg know I know so he and his devils are doing everything to hide My saving words.. woe unto pedophiles as mark Zuckerberg and the pedophile Synagogue of satan who say they are Jews and are not. Woe unto lawmakers who promoting human DNA fetal tissue cells and use their unjust laws to prosecute who knows but one thing I know I and mines will never take it, and we are more healthier than all. If you combined.. We can't die like you all weaklings and you are begging us to be apart of your stinking bumbohole satan medicines that justify murdering babies for medicine so others can live a very short Bloodclaat death and damnation plagued with all the unnecessary health problems. GOD AND CHRIST BE FOR I RAS BERHANIE SELASSIE THE CHAMPION NO POWER ON EARTH CSN EVER EVEN QUESTION ❓... YOU ARE ALL AFRAID OF I",BLANK
M02Gowcm,👍🏻,BLANK
pk5KajQA,I love you.,BLANK
8oMmJAvE,❤,BLANK
ble1i6yy,"Example of a totally immoral man is Cassidy. He knows better but deflects and lies. He knew Kennedy wou,d be what he is.",BLANK
sQwtKUGJ,This music and comments gives me hope that tommorow's gonna be better and keeps me hopeful. Thanks very much. This is the first time I have gotten love from strangers and it mattered.,BLANK
XuGmu0Wv,Bill Cassidy is weak-kneed and out-of-step with what real people on the ground deal with.  How can we trust anything he says?,BLANK
EN3mRKts,Hey I have an idea! What if insurance companies took less profit?,BLANK
iFz02wxh,"These have been RFK Jr’s views for decades. Cassidy LET himself get fleeced, & now the lives of American children, elderly folks, & other vulnerable people are on his hands. Just another Susan Collins saying she trusts Beer Boofer that he wouldn’t overturn Roe.",BLANK
w5nWhUex,11.11.25,BLANK
y7w5yP6S,"More people are going to die because of what RFK, Jr is doing. Cassidy could have prevented it - other GOP Senators followed his lead because he’s a physician. But he put party first. And he SHOULD criticize a member of the Trump administration who is not only doing a bad job but who is endangering the health and well being of the American people. What is wrong with these republicans?",BLANK
ZyavMBNB,Hi,BLANK
VSf05MnZ,Beutiful,BLANK
RKcnPRJj,Happy birthday to you🎉🎉🎉🎉🎉🎉🎉,BLANK
WnHOuueZ,Trusting a guy that eats road kill is probably a really bad idea.,BLANK
MKyc65GJ,Im in God's garden in Space,BLANK
83ULqAUO,Me going through the comet's for the last 6 Year 😢 my  people were really scared...😢😢😢,BLANK
LuSiVhTI,Can I have a hug?,BLANK
f1LBl6os,"Cassidy is fully responsible for this, he knew this would happen and he chose party over country.",BLANK
s6f7roGL,It's ok in life when you get tired to follow your dreams ❤,BLANK
Ffghb87h,Any one here november 2025?,BLANK
bCPvYWo5,This is so relaxing❤,BLANK
yvrR30da,"So if Bobby lied to congress, that’s perjury…just saying",BLANK
x1DIpj9t,"Does he understand that having health insurance and needing care are 2 different costs for patients. We pay premiums then we pay for the care given to us. $2000 isn’t going to help me pay my premiums and the deductible,",BLANK
LCV31A7K,Praying and sending healing thoughts and prayers to anyone who is struggling ❤,BLANK
luabPmAk,I think i will back in 2030 ❤,BLANK
KsjDyIqn,Pure cowardice the republican party has been castrated by an ignorant fake president 😢,BLANK
xR0JcBrs,He said the most important thing there are some things that are more important than ideology,BLANK
vn5x3L66,Hi,BLANK
WWaze4lT,We should stop giving republicans a channel to disagree with the admin. We should force them to do it on their own silo’d networks like fox. That audience needs to hear this.,BLANK
vj7hbu7A,Exactly. Jake didn't point that out.,BLANK
MIn5Dz3b,Owned by pharma…. Fuck em up!,BLANK
EeBc936R,"November 2025 check-in 🌿 who’s still healing with this? Wherever you are, I hope you’re finding peace and gentle days ahead 🤍",BLANK
y4fBJjhs,"Cassidy: ""Ignore the guy I voted to run HHS and talk to your doctor.......""",BLANK
